column_name,dictionary_role,table_id,dataset_id,target_row_key,target_label,target_description,target_scope,target_sdp_file,target_sdp_field,search_query,target_query_basis,target_query_context,column_label,column_description,code_value,code_label,code_description,label,iri,source,ontology,role,match_type,definition,score,alignment_only,agreement_sources,zooma_confidence,zooma_annotator,role_hints,role_hint_status,role_hint_bonus,role_hint_explanation,resource_kind,type_iris,search_role,retrieval_query,retrieval_pass,collision_roles,role_collision,role_collision_note
NATURAL_ADULT_SPAWNERS,entity,escapement,fraser-coho-workshop,fraser-coho-workshop/escapement/NATURAL_ADULT_SPAWNERS,NATURAL_ADULT_SPAWNERS,"Reported estimate for mature spawners excluding jacks, under the source field NATURAL_ADULT_SPAWNERS. The official definition does not establish a natural-origin restriction; preserve that question rather than asserting it.",column,column_dictionary.csv,entity_iri,population,,,NATURAL_ADULT_SPAWNERS,"Reported estimate for mature spawners excluding jacks, under the source field NATURAL_ADULT_SPAWNERS. The official definition does not establish a natural-origin restriction; preserve that question rather than asserting it.",,,,Salmon population group,https://w3id.org/smn/SalmonPopulationGroup,smn,smn,entity,label_partial,,11.999999999999998,FALSE,1,,,entity,match,0.35,Candidate carries a entity role hint.,Class,http://www.w3.org/2002/07/owl#Class,entity,population,1,entity,FALSE,
NATURAL_ADULT_SPAWNERS,entity,escapement,fraser-coho-workshop,fraser-coho-workshop/escapement/NATURAL_ADULT_SPAWNERS,NATURAL_ADULT_SPAWNERS,"Reported estimate for mature spawners excluding jacks, under the source field NATURAL_ADULT_SPAWNERS. The official definition does not establish a natural-origin restriction; preserve that question rather than asserting it.",column,column_dictionary.csv,entity_iri,population,,,NATURAL_ADULT_SPAWNERS,"Reported estimate for mature spawners excluding jacks, under the source field NATURAL_ADULT_SPAWNERS. The official definition does not establish a natural-origin restriction; preserve that question rather than asserting it.",,,,Reporting or management stratum,https://w3id.org/smn/ReportingOrManagementStratum,smn,smn,entity,definition,"An information-defined grouping of fish populations used for reporting, conservation assessment, or management purposes. Examples include Conservation Units (CUs), Stock Management Units (MUs), and Designatable Units (DUs).",3.5000000000000004,FALSE,1,,,entity,match,0.35,Candidate carries a entity role hint.,Class,http://www.w3.org/2002/07/owl#Class,entity,population,1,entity,FALSE,
NATURAL_ADULT_SPAWNERS,constraint,escapement,fraser-coho-workshop,fraser-coho-workshop/escapement/NATURAL_ADULT_SPAWNERS,NATURAL_ADULT_SPAWNERS,"Reported estimate for mature spawners excluding jacks, under the source field NATURAL_ADULT_SPAWNERS. The official definition does not establish a natural-origin restriction; preserve that question rather than asserting it.",column,column_dictionary.csv,constraint_iri,natural origin,,,NATURAL_ADULT_SPAWNERS,"Reported estimate for mature spawners excluding jacks, under the source field NATURAL_ADULT_SPAWNERS. The official definition does not establish a natural-origin restriction; preserve that question rather than asserting it.",,,,Natural-origin,https://w3id.org/smn/NaturalOrigin,smn,smn,constraint,concept,Individuals that are born and reared in the wild (natural environment).,8.6,FALSE,1,,,constraint,match,0.35,Candidate carries a constraint role hint.,Concept,http://www.w3.org/2004/02/skos/core#Concept,constraint,natural origin,1,constraint,FALSE,
NATURAL_ADULT_SPAWNERS,constraint,escapement,fraser-coho-workshop,fraser-coho-workshop/escapement/NATURAL_ADULT_SPAWNERS,NATURAL_ADULT_SPAWNERS,"Reported estimate for mature spawners excluding jacks, under the source field NATURAL_ADULT_SPAWNERS. The official definition does not establish a natural-origin restriction; preserve that question rather than asserting it.",column,column_dictionary.csv,constraint_iri,natural origin,,,NATURAL_ADULT_SPAWNERS,"Reported estimate for mature spawners excluding jacks, under the source field NATURAL_ADULT_SPAWNERS. The official definition does not establish a natural-origin restriction; preserve that question rather than asserting it.",,,,Salmon origin scheme,https://w3id.org/smn/SalmonOriginScheme,smn,smn,constraint,conceptscheme,"Controlled vocabulary for describing the origin of individual salmon (e.g., natural-origin, hatchery-origin, mixed-origin).",8.5,FALSE,1,,,constraint,match,0.35,Candidate carries a constraint role hint.,ConceptScheme,http://www.w3.org/2004/02/skos/core#ConceptScheme,constraint,natural origin,1,constraint,FALSE,
NATURAL_ADULT_SPAWNERS,constraint,escapement,fraser-coho-workshop,fraser-coho-workshop/escapement/NATURAL_ADULT_SPAWNERS,NATURAL_ADULT_SPAWNERS,"Reported estimate for mature spawners excluding jacks, under the source field NATURAL_ADULT_SPAWNERS. The official definition does not establish a natural-origin restriction; preserve that question rather than asserting it.",column,column_dictionary.csv,constraint_iri,natural origin,,,NATURAL_ADULT_SPAWNERS,"Reported estimate for mature spawners excluding jacks, under the source field NATURAL_ADULT_SPAWNERS. The official definition does not establish a natural-origin restriction; preserve that question rather than asserting it.",,,,Salmon origin,https://w3id.org/smn/SalmonOrigin,smn,smn,constraint,concept,"Origin category describing whether salmon are naturally produced, hatchery produced, or mixed-origin.",8.4,FALSE,1,,,constraint,match,0.35,Candidate carries a constraint role hint.,Concept,http://www.w3.org/2004/02/skos/core#Concept,constraint,natural origin,1,constraint,FALSE,
AREA,entity,escapement,fraser-coho-workshop,fraser-coho-workshop/escapement/AREA/29F,29F,Source label in AREA: 29F. Exact operational meaning is not established by the selected table; retain this source question for review.,code,codes.csv,term_iri,Source label in AREA: 29 F Exact operational meaning is not established by the selected table; retain this source question for review,,,AREA,"NuSEDS subdistrict code. The official dictionary says subdistricts can differ from statistical areas, especially in the Fraser; do not relabel this field PFMA.",29F,29F,Source label in AREA: 29F. Exact operational meaning is not established by the selected table; retain this source question for review.,Population,https://w3id.org/smn/Population,smn,smn,entity,class,"A group of organisms of the same species occupying a defined area that interbreed and share a gene pool. In salmon, populations are composed of one or more demes and form the biological basis for Conservation Units.",11.976190476190476,FALSE,1,,,entity,match,0.35,Candidate carries a entity role hint.,Class,http://www.w3.org/2002/07/owl#Class,entity,Source label in AREA: 29 F Exact operational meaning is not established by the selected table; retain this source question for review,1,entity,FALSE,
AREA,entity,escapement,fraser-coho-workshop,fraser-coho-workshop/escapement/AREA/29F,29F,Source label in AREA: 29F. Exact operational meaning is not established by the selected table; retain this source question for review.,code,codes.csv,term_iri,Source label in AREA: 29 F Exact operational meaning is not established by the selected table; retain this source question for review,,,AREA,"NuSEDS subdistrict code. The official dictionary says subdistricts can differ from statistical areas, especially in the Fraser; do not relabel this field PFMA.",29F,29F,Source label in AREA: 29F. Exact operational meaning is not established by the selected table; retain this source question for review.,Escapement estimate,https://w3id.org/smn/EscapementEstimate,smn,smn,entity,class,"A measurement or estimate of escapement tied to a stock and a survey event. | A datum (IAO measurement datum), not an activity: the corresponding survey activity is smn:EscapementSurveyEvent. Renamed from smn:EscapementMeasurement on 2026-08-13 (alignment pass, finding F6) because every other *Measurement class in this module is a subclass of the activity smn:Measurement, and this one is not — the name was the defect, inherited verbatim from gcdfo:EscapementMeasurement, whose hyponym family should be coordinated in the boundary pass.",11.645238095238096,FALSE,1,,,variable,unknown,0,,Class,http://www.w3.org/2002/07/owl#Class,entity,Source label in AREA: 29 F Exact operational meaning is not established by the selected table; retain this source question for review,1,entity,FALSE,
AREA,entity,escapement,fraser-coho-workshop,fraser-coho-workshop/escapement/AREA/29F,29F,Source label in AREA: 29F. Exact operational meaning is not established by the selected table; retain this source question for review.,code,codes.csv,term_iri,Source label in AREA: 29 F Exact operational meaning is not established by the selected table; retain this source question for review,,,AREA,"NuSEDS subdistrict code. The official dictionary says subdistricts can differ from statistical areas, especially in the Fraser; do not relabel this field PFMA.",29F,29F,Source label in AREA: 29F. Exact operational meaning is not established by the selected table; retain this source question for review.,Reporting or management stratum,https://w3id.org/smn/ReportingOrManagementStratum,smn,smn,entity,class,"An information-defined grouping of fish populations used for reporting, conservation assessment, or management purposes. Examples include Conservation Units (CUs), Stock Management Units (MUs), and Designatable Units (DUs).",10.91904761904762,FALSE,1,,,entity,match,0.35,Candidate carries a entity role hint.,Class,http://www.w3.org/2002/07/owl#Class,entity,Source label in AREA: 29 F Exact operational meaning is not established by the selected table; retain this source question for review,1,entity,FALSE,
AREA,entity,escapement,fraser-coho-workshop,fraser-coho-workshop/escapement/AREA/29G,29G,Source label in AREA: 29G. Exact operational meaning is not established by the selected table; retain this source question for review.,code,codes.csv,term_iri,Source label in AREA: 29 G Exact operational meaning is not established by the selected table; retain this source question for review,,,AREA,"NuSEDS subdistrict code. The official dictionary says subdistricts can differ from statistical areas, especially in the Fraser; do not relabel this field PFMA.",29G,29G,Source label in AREA: 29G. Exact operational meaning is not established by the selected table; retain this source question for review.,Population,https://w3id.org/smn/Population,smn,smn,entity,class,"A group of organisms of the same species occupying a defined area that interbreed and share a gene pool. In salmon, populations are composed of one or more demes and form the biological basis for Conservation Units.",11.976190476190476,FALSE,1,,,entity,match,0.35,Candidate carries a entity role hint.,Class,http://www.w3.org/2002/07/owl#Class,entity,Source label in AREA: 29 G Exact operational meaning is not established by the selected table; retain this source question for review,1,entity,FALSE,
AREA,entity,escapement,fraser-coho-workshop,fraser-coho-workshop/escapement/AREA/29G,29G,Source label in AREA: 29G. Exact operational meaning is not established by the selected table; retain this source question for review.,code,codes.csv,term_iri,Source label in AREA: 29 G Exact operational meaning is not established by the selected table; retain this source question for review,,,AREA,"NuSEDS subdistrict code. The official dictionary says subdistricts can differ from statistical areas, especially in the Fraser; do not relabel this field PFMA.",29G,29G,Source label in AREA: 29G. Exact operational meaning is not established by the selected table; retain this source question for review.,Escapement estimate,https://w3id.org/smn/EscapementEstimate,smn,smn,entity,class,"A measurement or estimate of escapement tied to a stock and a survey event. | A datum (IAO measurement datum), not an activity: the corresponding survey activity is smn:EscapementSurveyEvent. Renamed from smn:EscapementMeasurement on 2026-08-13 (alignment pass, finding F6) because every other *Measurement class in this module is a subclass of the activity smn:Measurement, and this one is not — the name was the defect, inherited verbatim from gcdfo:EscapementMeasurement, whose hyponym family should be coordinated in the boundary pass.",11.645238095238096,FALSE,1,,,variable,unknown,0,,Class,http://www.w3.org/2002/07/owl#Class,entity,Source label in AREA: 29 G Exact operational meaning is not established by the selected table; retain this source question for review,1,entity,FALSE,
AREA,entity,escapement,fraser-coho-workshop,fraser-coho-workshop/escapement/AREA/29G,29G,Source label in AREA: 29G. Exact operational meaning is not established by the selected table; retain this source question for review.,code,codes.csv,term_iri,Source label in AREA: 29 G Exact operational meaning is not established by the selected table; retain this source question for review,,,AREA,"NuSEDS subdistrict code. The official dictionary says subdistricts can differ from statistical areas, especially in the Fraser; do not relabel this field PFMA.",29G,29G,Source label in AREA: 29G. Exact operational meaning is not established by the selected table; retain this source question for review.,Reporting or management stratum,https://w3id.org/smn/ReportingOrManagementStratum,smn,smn,entity,class,"An information-defined grouping of fish populations used for reporting, conservation assessment, or management purposes. Examples include Conservation Units (CUs), Stock Management Units (MUs), and Designatable Units (DUs).",10.91904761904762,FALSE,1,,,entity,match,0.35,Candidate carries a entity role hint.,Class,http://www.w3.org/2002/07/owl#Class,entity,Source label in AREA: 29 G Exact operational meaning is not established by the selected table; retain this source question for review,1,entity,FALSE,
AREA,entity,escapement,fraser-coho-workshop,fraser-coho-workshop/escapement/AREA/29J,29J,Source label in AREA: 29J. Exact operational meaning is not established by the selected table; retain this source question for review.,code,codes.csv,term_iri,Source label in AREA: 29 J Exact operational meaning is not established by the selected table; retain this source question for review,,,AREA,"NuSEDS subdistrict code. The official dictionary says subdistricts can differ from statistical areas, especially in the Fraser; do not relabel this field PFMA.",29J,29J,Source label in AREA: 29J. Exact operational meaning is not established by the selected table; retain this source question for review.,Population,https://w3id.org/smn/Population,smn,smn,entity,class,"A group of organisms of the same species occupying a defined area that interbreed and share a gene pool. In salmon, populations are composed of one or more demes and form the biological basis for Conservation Units.",10.976190476190476,FALSE,1,,,entity,match,0.35,Candidate carries a entity role hint.,Class,http://www.w3.org/2002/07/owl#Class,entity,Source label in AREA: 29 J Exact operational meaning is not established by the selected table; retain this source question for review,1,entity,FALSE,
AREA,entity,escapement,fraser-coho-workshop,fraser-coho-workshop/escapement/AREA/29J,29J,Source label in AREA: 29J. Exact operational meaning is not established by the selected table; retain this source question for review.,code,codes.csv,term_iri,Source label in AREA: 29 J Exact operational meaning is not established by the selected table; retain this source question for review,,,AREA,"NuSEDS subdistrict code. The official dictionary says subdistricts can differ from statistical areas, especially in the Fraser; do not relabel this field PFMA.",29J,29J,Source label in AREA: 29J. Exact operational meaning is not established by the selected table; retain this source question for review.,Escapement estimate,https://w3id.org/smn/EscapementEstimate,smn,smn,entity,class,"A measurement or estimate of escapement tied to a stock and a survey event. | A datum (IAO measurement datum), not an activity: the corresponding survey activity is smn:EscapementSurveyEvent. Renamed from smn:EscapementMeasurement on 2026-08-13 (alignment pass, finding F6) because every other *Measurement class in this module is a subclass of the activity smn:Measurement, and this one is not — the name was the defect, inherited verbatim from gcdfo:EscapementMeasurement, whose hyponym family should be coordinated in the boundary pass.",10.645238095238096,FALSE,1,,,variable,unknown,0,,Class,http://www.w3.org/2002/07/owl#Class,entity,Source label in AREA: 29 J Exact operational meaning is not established by the selected table; retain this source question for review,1,entity,FALSE,
AREA,entity,escapement,fraser-coho-workshop,fraser-coho-workshop/escapement/AREA/29J,29J,Source label in AREA: 29J. Exact operational meaning is not established by the selected table; retain this source question for review.,code,codes.csv,term_iri,Source label in AREA: 29 J Exact operational meaning is not established by the selected table; retain this source question for review,,,AREA,"NuSEDS subdistrict code. The official dictionary says subdistricts can differ from statistical areas, especially in the Fraser; do not relabel this field PFMA.",29J,29J,Source label in AREA: 29J. Exact operational meaning is not established by the selected table; retain this source question for review.,Reporting or management stratum,https://w3id.org/smn/ReportingOrManagementStratum,smn,smn,entity,class,"An information-defined grouping of fish populations used for reporting, conservation assessment, or management purposes. Examples include Conservation Units (CUs), Stock Management Units (MUs), and Designatable Units (DUs).",9.91904761904762,FALSE,1,,,entity,match,0.35,Candidate carries a entity role hint.,Class,http://www.w3.org/2002/07/owl#Class,entity,Source label in AREA: 29 J Exact operational meaning is not established by the selected table; retain this source question for review,1,entity,FALSE,
AREA,entity,escapement,fraser-coho-workshop,fraser-coho-workshop/escapement/AREA/29K,29K,Source label in AREA: 29K. Exact operational meaning is not established by the selected table; retain this source question for review.,code,codes.csv,term_iri,Source label in AREA: 29 K Exact operational meaning is not established by the selected table; retain this source question for review,,,AREA,"NuSEDS subdistrict code. The official dictionary says subdistricts can differ from statistical areas, especially in the Fraser; do not relabel this field PFMA.",29K,29K,Source label in AREA: 29K. Exact operational meaning is not established by the selected table; retain this source question for review.,Escapement estimate,https://w3id.org/smn/EscapementEstimate,smn,smn,entity,class,"A measurement or estimate of escapement tied to a stock and a survey event. | A datum (IAO measurement datum), not an activity: the corresponding survey activity is smn:EscapementSurveyEvent. Renamed from smn:EscapementMeasurement on 2026-08-13 (alignment pass, finding F6) because every other *Measurement class in this module is a subclass of the activity smn:Measurement, and this one is not — the name was the defect, inherited verbatim from gcdfo:EscapementMeasurement, whose hyponym family should be coordinated in the boundary pass.",11.645238095238096,FALSE,1,,,variable,unknown,0,,Class,http://www.w3.org/2002/07/owl#Class,entity,Source label in AREA: 29 K Exact operational meaning is not established by the selected table; retain this source question for review,1,entity,FALSE,
AREA,entity,escapement,fraser-coho-workshop,fraser-coho-workshop/escapement/AREA/29K,29K,Source label in AREA: 29K. Exact operational meaning is not established by the selected table; retain this source question for review.,code,codes.csv,term_iri,Source label in AREA: 29 K Exact operational meaning is not established by the selected table; retain this source question for review,,,AREA,"NuSEDS subdistrict code. The official dictionary says subdistricts can differ from statistical areas, especially in the Fraser; do not relabel this field PFMA.",29K,29K,Source label in AREA: 29K. Exact operational meaning is not established by the selected table; retain this source question for review.,Population,https://w3id.org/smn/Population,smn,smn,entity,class,"A group of organisms of the same species occupying a defined area that interbreed and share a gene pool. In salmon, populations are composed of one or more demes and form the biological basis for Conservation Units.",10.976190476190476,FALSE,1,,,entity,match,0.35,Candidate carries a entity role hint.,Class,http://www.w3.org/2002/07/owl#Class,entity,Source label in AREA: 29 K Exact operational meaning is not established by the selected table; retain this source question for review,1,entity,FALSE,
AREA,entity,escapement,fraser-coho-workshop,fraser-coho-workshop/escapement/AREA/29K,29K,Source label in AREA: 29K. Exact operational meaning is not established by the selected table; retain this source question for review.,code,codes.csv,term_iri,Source label in AREA: 29 K Exact operational meaning is not established by the selected table; retain this source question for review,,,AREA,"NuSEDS subdistrict code. The official dictionary says subdistricts can differ from statistical areas, especially in the Fraser; do not relabel this field PFMA.",29K,29K,Source label in AREA: 29K. Exact operational meaning is not established by the selected table; retain this source question for review.,Reporting or management stratum,https://w3id.org/smn/ReportingOrManagementStratum,smn,smn,entity,class,"An information-defined grouping of fish populations used for reporting, conservation assessment, or management purposes. Examples include Conservation Units (CUs), Stock Management Units (MUs), and Designatable Units (DUs).",10.91904761904762,FALSE,1,,,entity,match,0.35,Candidate carries a entity role hint.,Class,http://www.w3.org/2002/07/owl#Class,entity,Source label in AREA: 29 K Exact operational meaning is not established by the selected table; retain this source question for review,1,entity,FALSE,
